Source Country,Destination Country,Path Length
Macau,Mali,3
Macau,Senegal,3
Macau,Benin,3
Macau,Togo,3
Macau,Niger,3
Macau,Colombia,3
Macau,Ecuador,3
Macau,Cyprus,3
Macau,Nigeria,3
Macau,Liberia,3
Macau,Gambia,3
Macau,Sierra Leone,3
Macau,Guinea,3
Macau,Guinea-Bissau,4
Macau,Cameroon,3
Macau,Djibouti,3
Macau,Somalia,3
Macau,Croatia,3
Macau,Bahamas,3
Macau,Morocco,3
Macau,Aruba,3
Macau,Venezuela,3
Macau,Netherlands Antilles,3
Macau,Montenegro,3
Macau,Antigua and Barbuda,3
Macau,Guadeloupe,3
Macau,French Guiana,3
Macau,Martinique,3
Macau,Dominican Republic,3
Macau,Dominica,4
Macau,Saint Lucia,3
Macau,Argentina,3
Macau,Guatemala,3
Macau,Cuba,3
Macau,Costa Rica,3
Macau,Afghanistan,3
Macau,Serbia,3
Macau,Macedonia,3
Macau,Greece,3
Macau,Hungary,3
Macau,Ireland,3
Macau,Portugal,3
Macau,Bosnia and Herzegovina,3
Macau,Tunisia,3
Macau,Panama,3
Macau,Nicaragua,3
Macau,South Sudan,3
Macau,Tanzania,3
Macau,Saint Kitts and Nevis,3
Macau,Uruguay,3
Macau,Paraguay,3
Macau,Brazil,3
Macau,Chile,3
Macau,Belize,3
Macau,Honduras,3
Macau,Armenia,3
Macau,Latvia,3
Macau,Jamaica,3
Macau,Suriname,3
Macau,Trinidad and Tobago,3
Macau,Haiti,3
Macau,Libya,3
Macau,Chad,3
Macau,Anguilla,4
Macau,Puerto Rico,3
Macau,British Virgin Islands,4
Macau,Virgin Islands,3
Macau,Moldova,3
Macau,Romania,3
Macau,Bulgaria,3
Macau,Albania,3
Macau,Bermuda,3
Macau,Barbados,3
Macau,Cayman Islands,3
Macau,Turks and Caicos Islands,3
Macau,Peru,3
Macau,El Salvador,3
Macau,Uganda,3
Macau,Gibraltar,3
Macau,Grenada,3
Macau,Luxembourg,3
Macau,Bolivia,3
Macau,Guernsey,3
Macau,Jersey,3
Macau,Malta,3
Macau,Burundi,3
Macau,Rwanda,3
Macau,Lithuania,3
Macau,Congo (Kinshasa),3
Macau,Zimbabwe,3
Macau,Lebanon,3
Macau,Central African Republic,3
Macau,Congo (Brazzaville),3
Macau,Gabon,3
Macau,Slovenia,3
Macau,Mauritania,3
Macau,Equatorial Guinea,3
Macau,Mayotte,3
Macau,Comoros,3
Macau,Zambia,3
Macau,Malawi,3
Macau,Reunion,3
Macau,Western Sahara,3
Macau,Cape Verde,3
Macau,Iceland,3
Macau,Belarus,3
Macau,Estonia,3
Macau,Sudan,3
Macau,Seychelles,3
Macau,Isle of Man,3
Macau,Namibia,3
Macau,Botswana,3
Macau,Guyana,3
Macau,Slovakia,3
Macau,Sao Tome and Principe,3
Macau,Iraq,3
Macau,Yemen,3
Macau,Mozambique,3
Macau,Samoa,3
Macau,Kiribati,3
Macau,Tuvalu,3
Macau,Solomon Islands,3
Macau,Vanuatu,3
Macau,Tonga,3
Macau,Greenland,3
Macau,Cook Islands,3
Macau,American Samoa,3
Macau,Eritrea,3
Macau,Bhutan,3
Macau,Falkland Islands,4
Macau,Saint Vincent and the Grenadines,4
Macau,Norfolk Island,3
Macau,Nauru,3
Macau,Marshall Islands,3
Macau,Saint Pierre and Miquelon,3
Macau,Faroe Islands,3
Macau,Lesotho,3
Macau,Swaziland,3
Macau,Wallis and Futuna,3
Macau,Micronesia,3
Macau,Cocos (Keeling) Islands,4
Macau,Christmas Island,3
Saint Kitts and Nevis,Azerbaijan,3
Saint Kitts and Nevis,Cote d'Ivoire,3
Saint Kitts and Nevis,Burkina Faso,3
Saint Kitts and Nevis,Mali,3
Saint Kitts and Nevis,Benin,3
Saint Kitts and Nevis,Togo,3
Saint Kitts and Nevis,Niger,3
Saint Kitts and Nevis,Cyprus,3
Saint Kitts and Nevis,Liberia,3
Saint Kitts and Nevis,Gambia,3
Saint Kitts and Nevis,Sierra Leone,3
Saint Kitts and Nevis,Guinea,3
Saint Kitts and Nevis,Guinea-Bissau,3
Saint Kitts and Nevis,Cameroon,3
Saint Kitts and Nevis,Djibouti,3
Saint Kitts and Nevis,Somalia,3
Saint Kitts and Nevis,Kenya,3
Saint Kitts and Nevis,Thailand,3
Saint Kitts and Nevis,Singapore,3
Saint Kitts and Nevis,Malaysia,3
Saint Kitts and Nevis,Cambodia,3
Saint Kitts and Nevis,Burma,3
Saint Kitts and Nevis,Vietnam,3
Saint Kitts and Nevis,Croatia,3
Saint Kitts and Nevis,Uzbekistan,3
Saint Kitts and Nevis,Montenegro,3
Saint Kitts and Nevis,French Guiana,3
Saint Kitts and Nevis,Northern Mariana Islands,3
Saint Kitts and Nevis,Bangladesh,3
Saint Kitts and Nevis,Oman,3
Saint Kitts and Nevis,Nepal,3
Saint Kitts and Nevis,Afghanistan,3
Saint Kitts and Nevis,Serbia,3
Saint Kitts and Nevis,Macedonia,3
Saint Kitts and Nevis,Algeria,3
Saint Kitts and Nevis,Hungary,3
Saint Kitts and Nevis,Czech Republic,3
Saint Kitts and Nevis,Bosnia and Herzegovina,3
Saint Kitts and Nevis,Tunisia,3
Saint Kitts and Nevis,South Sudan,3
Saint Kitts and Nevis,Tanzania,3
Saint Kitts and Nevis,Brunei,3
Saint Kitts and Nevis,Indonesia,3
Saint Kitts and Nevis,Macau,3
Saint Kitts and Nevis,Georgia,3
Saint Kitts and Nevis,Armenia,3
Saint Kitts and Nevis,Tajikistan,3
Saint Kitts and Nevis,Kazakhstan,3
Saint Kitts and Nevis,Kyrgyzstan,3
Saint Kitts and Nevis,Iran,3
Saint Kitts and Nevis,Libya,3
Saint Kitts and Nevis,Chad,3
Saint Kitts and Nevis,Moldova,3
Saint Kitts and Nevis,Romania,3
Saint Kitts and Nevis,Bahrain,3
Saint Kitts and Nevis,Sri Lanka,3
Saint Kitts and Nevis,Bulgaria,3
Saint Kitts and Nevis,Albania,3
Saint Kitts and Nevis,Uganda,3
Saint Kitts and Nevis,Gibraltar,3
Saint Kitts and Nevis,Luxembourg,3
Saint Kitts and Nevis,Guernsey,3
Saint Kitts and Nevis,Jersey,3
Saint Kitts and Nevis,Malta,3
Saint Kitts and Nevis,Burundi,3
Saint Kitts and Nevis,Rwanda,3
Saint Kitts and Nevis,Angola,3
Saint Kitts and Nevis,Lithuania,3
Saint Kitts and Nevis,Congo (Kinshasa),3
Saint Kitts and Nevis,Zimbabwe,3
Saint Kitts and Nevis,Lebanon,3
Saint Kitts and Nevis,Central African Republic,3
Saint Kitts and Nevis,Laos,3
Saint Kitts and Nevis,Congo (Brazzaville),3
Saint Kitts and Nevis,Gabon,3
Saint Kitts and Nevis,Slovenia,3
Saint Kitts and Nevis,Mauritius,3
Saint Kitts and Nevis,Mauritania,3
Saint Kitts and Nevis,Madagascar,3
Saint Kitts and Nevis,Equatorial Guinea,3
Saint Kitts and Nevis,Mayotte,3
Saint Kitts and Nevis,Comoros,4
Saint Kitts and Nevis,Zambia,3
Saint Kitts and Nevis,Malawi,3
Saint Kitts and Nevis,Reunion,3
Saint Kitts and Nevis,Palau,3
Saint Kitts and Nevis,Maldives,3
Saint Kitts and Nevis,Western Sahara,3
Saint Kitts and Nevis,Belarus,3
Saint Kitts and Nevis,Estonia,3
Saint Kitts and Nevis,Sudan,3
Saint Kitts and Nevis,Seychelles,3
Saint Kitts and Nevis,Turkmenistan,3
Saint Kitts and Nevis,Isle of Man,3
Saint Kitts and Nevis,Namibia,3
Saint Kitts and Nevis,Botswana,3
Saint Kitts and Nevis,North Korea,3
Saint Kitts and Nevis,Mongolia,3
Saint Kitts and Nevis,Papua New Guinea,3
Saint Kitts and Nevis,Slovakia,3
Saint Kitts and Nevis,Sao Tome and Principe,3
Saint Kitts and Nevis,Iraq,3
Saint Kitts and Nevis,Yemen,3
Saint Kitts and Nevis,Mozambique,3
Saint Kitts and Nevis,Tuvalu,3
Saint Kitts and Nevis,Solomon Islands,3
Saint Kitts and Nevis,Vanuatu,3
Saint Kitts and Nevis,Tonga,3
Saint Kitts and Nevis,Greenland,3
Saint Kitts and Nevis,Eritrea,3
Saint Kitts and Nevis,Bhutan,3
Saint Kitts and Nevis,Falkland Islands,3
Saint Kitts and Nevis,Saint Vincent and the Grenadines,3
Saint Kitts and Nevis,East Timor,3
Saint Kitts and Nevis,New Caledonia,3
Saint Kitts and Nevis,Norfolk Island,3
Saint Kitts and Nevis,Nauru,3
Saint Kitts and Nevis,Saint Pierre and Miquelon,3
Saint Kitts and Nevis,Faroe Islands,3
Saint Kitts and Nevis,Lesotho,3
Saint Kitts and Nevis,Swaziland,3
Saint Kitts and Nevis,Wallis and Futuna,3
Saint Kitts and Nevis,Micronesia,3
Saint Kitts and Nevis,Cocos (Keeling) Islands,4
Saint Kitts and Nevis,Christmas Island,3
Uruguay,Azerbaijan,3
Uruguay,Cote d'Ivoire,3
Uruguay,Burkina Faso,3
Uruguay,Mali,3
Uruguay,Benin,3
Uruguay,Niger,3
Uruguay,Cyprus,3
Uruguay,Liberia,3
Uruguay,Sierra Leone,3
Uruguay,Guinea,3
Uruguay,Guinea-Bissau,3
Uruguay,Cameroon,3
Uruguay,Djibouti,3
Uruguay,Somalia,3
Uruguay,Kenya,3
Uruguay,Malaysia,3
Uruguay,Cambodia,3
Uruguay,Burma,3
Uruguay,Vietnam,3
Uruguay,Uzbekistan,3
Uruguay,Montenegro,3
Uruguay,Dominica,3
Uruguay,Northern Mariana Islands,3
Uruguay,Bangladesh,3
Uruguay,Oman,3
Uruguay,Nepal,3
Uruguay,Afghanistan,3
Uruguay,Serbia,3
Uruguay,Macedonia,3
Uruguay,Bosnia and Herzegovina,3
Uruguay,South Sudan,3
Uruguay,Tanzania,3
Uruguay,Brunei,3
Uruguay,Indonesia,3
Uruguay,Macau,3
Uruguay,Georgia,3
Uruguay,Armenia,3
Uruguay,Tajikistan,3
Uruguay,Kazakhstan,3
Uruguay,Kyrgyzstan,3
Uruguay,Iran,3
Uruguay,Chad,3
Uruguay,Anguilla,3
Uruguay,British Virgin Islands,3
Uruguay,Moldova,3
Uruguay,Bahrain,3
Uruguay,Sri Lanka,3
Uruguay,Albania,3
Uruguay,Uganda,3
Uruguay,Gibraltar,3
Uruguay,Guernsey,3
Uruguay,Jersey,3
Uruguay,Burundi,3
Uruguay,Rwanda,3
Uruguay,Congo (Kinshasa),3
Uruguay,Zimbabwe,3
Uruguay,Lebanon,3
Uruguay,Central African Republic,3
Uruguay,Laos,3
Uruguay,Congo (Brazzaville),3
Uruguay,Gabon,3
Uruguay,Slovenia,3
Uruguay,Mauritius,3
Uruguay,Madagascar,3
Uruguay,Mayotte,3
Uruguay,Comoros,4
Uruguay,Zambia,3
Uruguay,Malawi,3
Uruguay,Reunion,3
Uruguay,Palau,3
Uruguay,Maldives,3
Uruguay,Sudan,3
Uruguay,Seychelles,3
Uruguay,Turkmenistan,3
Uruguay,Isle of Man,3
Uruguay,Namibia,3
Uruguay,Botswana,3
Uruguay,North Korea,3
Uruguay,Mongolia,3
Uruguay,Papua New Guinea,3
Uruguay,Sao Tome and Principe,3
Uruguay,Iraq,3
Uruguay,Yemen,3
Uruguay,Mozambique,3
Uruguay,Tuvalu,3
Uruguay,Solomon Islands,3
Uruguay,Vanuatu,3
Uruguay,Tonga,3
Uruguay,Greenland,3
Uruguay,Eritrea,3
Uruguay,Bhutan,3
Uruguay,Saint Vincent and the Grenadines,3
Uruguay,East Timor,3
Uruguay,New Caledonia,3
Uruguay,Norfolk Island,3
Uruguay,Nauru,3
Uruguay,Saint Pierre and Miquelon,3
Uruguay,Faroe Islands,3
Uruguay,Lesotho,3
Uruguay,Swaziland,3
Uruguay,Wallis and Futuna,3
Uruguay,Micronesia,3
Uruguay,Cocos (Keeling) Islands,4
Uruguay,Christmas Island,3
Paraguay,Azerbaijan,3
Paraguay,Cote d'Ivoire,3
Paraguay,Burkina Faso,3
Paraguay,Mali,3
Paraguay,Benin,3
Paraguay,Niger,3
Paraguay,Cyprus,3
Paraguay,Liberia,3
Paraguay,Gambia,3
Paraguay,Sierra Leone,3
Paraguay,Guinea,3
Paraguay,Guinea-Bissau,3
Paraguay,Cameroon,3
Paraguay,Djibouti,3
Paraguay,Somalia,3
Paraguay,Kenya,3
Paraguay,Thailand,3
Paraguay,Singapore,3
Paraguay,Malaysia,3
Paraguay,Cambodia,3
Paraguay,Burma,3
Paraguay,Vietnam,3
Paraguay,Croatia,3
Paraguay,Uzbekistan,3
Paraguay,Montenegro,3
Paraguay,Dominica,3
Paraguay,Northern Mariana Islands,3
Paraguay,Bangladesh,3
Paraguay,Oman,3
Paraguay,Nepal,3
Paraguay,Afghanistan,3
Paraguay,Serbia,3
Paraguay,Macedonia,3
Paraguay,Algeria,3
Paraguay,Hungary,3
Paraguay,Czech Republic,3
Paraguay,Bosnia and Herzegovina,3
Paraguay,Tunisia,3
Paraguay,South Sudan,3
Paraguay,Tanzania,3
Paraguay,Brunei,3
Paraguay,Indonesia,3
Paraguay,Macau,3
Paraguay,Georgia,3
Paraguay,Armenia,3
Paraguay,Tajikistan,3
Paraguay,Kazakhstan,3
Paraguay,Kyrgyzstan,3
Paraguay,Iran,3
Paraguay,Libya,3
Paraguay,Chad,3
Paraguay,Anguilla,3
Paraguay,British Virgin Islands,3
Paraguay,Moldova,3
Paraguay,Romania,3
Paraguay,Bahrain,3
Paraguay,Sri Lanka,3
Paraguay,Bulgaria,3
Paraguay,Albania,3
Paraguay,Uganda,3
Paraguay,Gibraltar,3
Paraguay,Luxembourg,3
Paraguay,Guernsey,3
Paraguay,Jersey,3
Paraguay,Malta,3
Paraguay,Burundi,3
Paraguay,Rwanda,3
Paraguay,Lithuania,3
Paraguay,Congo (Kinshasa),3
Paraguay,Zimbabwe,3
Paraguay,Lebanon,3
Paraguay,Central African Republic,3
Paraguay,Laos,3
Paraguay,Congo (Brazzaville),3
Paraguay,Gabon,3
Paraguay,Slovenia,3
Paraguay,Mauritius,3
Paraguay,Mauritania,3
Paraguay,Madagascar,3
Paraguay,Equatorial Guinea,3
Paraguay,Mayotte,3
Paraguay,Comoros,4
Paraguay,Zambia,3
Paraguay,Malawi,3
Paraguay,Reunion,3
Paraguay,Palau,3
Paraguay,Maldives,3
Paraguay,Western Sahara,3
Paraguay,Belarus,3
Paraguay,Estonia,3
Paraguay,Sudan,3
Paraguay,Seychelles,3
Paraguay,Turkmenistan,3
Paraguay,Isle of Man,3
Paraguay,Namibia,3
Paraguay,Botswana,3
Paraguay,North Korea,3
Paraguay,Mongolia,3
Paraguay,Papua New Guinea,3
Paraguay,Slovakia,3
Paraguay,Sao Tome and Principe,3
Paraguay,Iraq,3
Paraguay,Yemen,3
Paraguay,Mozambique,3
Paraguay,Tuvalu,3
Paraguay,Solomon Islands,3
Paraguay,Vanuatu,3
Paraguay,Tonga,3
Paraguay,Greenland,3
Paraguay,Eritrea,3
Paraguay,Bhutan,3
Paraguay,Saint Vincent and the Grenadines,3
Paraguay,East Timor,3
Paraguay,New Caledonia,3
Paraguay,Norfolk Island,3
Paraguay,Nauru,3
Paraguay,Saint Pierre and Miquelon,3
Paraguay,Faroe Islands,3
Paraguay,Lesotho,3
Paraguay,Swaziland,3
Paraguay,Wallis and Futuna,3
Paraguay,Micronesia,3
Paraguay,Cocos (Keeling) Islands,4
Paraguay,Christmas Island,3
Brazil,Cambodia,3
Brazil,Northern Mariana Islands,3
Brazil,Macau,3
Brazil,Anguilla,3
Brazil,British Virgin Islands,3
Brazil,Burundi,3
Brazil,Laos,3
Brazil,Comoros,3
Brazil,Palau,3
Brazil,North Korea,3
Brazil,Mongolia,3
Brazil,Papua New Guinea,3
Brazil,Tuvalu,3
Brazil,Solomon Islands,3
Brazil,Vanuatu,3
Brazil,Tonga,3
Brazil,Greenland,3
Brazil,Eritrea,3
Brazil,Bhutan,3
Brazil,East Timor,3
Brazil,New Caledonia,3
Brazil,Norfolk Island,3
Brazil,Nauru,3
Brazil,Faroe Islands,3
Brazil,Wallis and Futuna,3
Brazil,Micronesia,3
Brazil,Cocos (Keeling) Islands,4
Brazil,Christmas Island,3
Chile,Sierra Leone,3
Chile,Guinea-Bissau,3
Chile,Somalia,3
Chile,Cambodia,3
Chile,Burma,3
Chile,Dominica,3
Chile,Northern Mariana Islands,3
Chile,Bangladesh,3
Chile,Nepal,3
Chile,Afghanistan,3
Chile,Macedonia,3
Chile,Bosnia and Herzegovina,3
Chile,South Sudan,3
Chile,Tanzania,3
Chile,Macau,3
Chile,Tajikistan,3
Chile,Kazakhstan,3
Chile,Kyrgyzstan,3
Chile,Anguilla,3
Chile,British Virgin Islands,3
Chile,Albania,3
Chile,Uganda,3
Chile,Gibraltar,3
Chile,Burundi,3
Chile,Rwanda,3
Chile,Zimbabwe,3
Chile,Laos,3
Chile,Comoros,3
Chile,Zambia,3
Chile,Malawi,3
Chile,Palau,3
Chile,Maldives,3
Chile,Sudan,3
Chile,Seychelles,3
Chile,Turkmenistan,3
Chile,Isle of Man,3
Chile,Namibia,3
Chile,Botswana,3
Chile,North Korea,3
Chile,Mongolia,3
Chile,Sao Tome and Principe,3
Chile,Iraq,3
Chile,Yemen,3
Chile,Mozambique,3
Chile,Tuvalu,3
Chile,Greenland,3
Chile,Eritrea,3
Chile,Bhutan,3
Chile,Saint Vincent and the Grenadines,3
Chile,Faroe Islands,3
Chile,Lesotho,3
Chile,Swaziland,3
Chile,Wallis and Futuna,3
Chile,Micronesia,3
Chile,Cocos (Keeling) Islands,3
Belize,Azerbaijan,3
Belize,Cote d'Ivoire,3
Belize,Burkina Faso,3
Belize,Mali,3
Belize,Benin,3
Belize,Togo,3
Belize,Niger,3
Belize,Cyprus,3
Belize,Liberia,3
Belize,Gambia,3
Belize,Sierra Leone,3
Belize,Guinea,3
Belize,Guinea-Bissau,3
Belize,Cameroon,3
Belize,Djibouti,3
Belize,Somalia,3
Belize,Kenya,3
Belize,Thailand,3
Belize,Singapore,3
Belize,Malaysia,3
Belize,Cambodia,3
Belize,Burma,3
Belize,Vietnam,3
Belize,Croatia,3
Belize,Uzbekistan,3
Belize,Montenegro,3
Belize,French Guiana,3
Belize,Dominica,3
Belize,Northern Mariana Islands,3
Belize,Bangladesh,3
Belize,Oman,3
Belize,Nepal,3
Belize,Afghanistan,3
Belize,Serbia,3
Belize,Macedonia,3
Belize,Algeria,3
Belize,Hungary,3
Belize,Czech Republic,3
Belize,Bosnia and Herzegovina,3
Belize,Tunisia,3
Belize,South Sudan,3
Belize,Tanzania,3
Belize,Brunei,3
Belize,Indonesia,3
Belize,Macau,3
Belize,Georgia,3
Belize,Armenia,3
Belize,Suriname,3
Belize,Tajikistan,3
Belize,Kazakhstan,3
Belize,Kyrgyzstan,3
Belize,Iran,3
Belize,Libya,3
Belize,Chad,3
Belize,Anguilla,3
Belize,British Virgin Islands,3
Belize,Moldova,3
Belize,Romania,3
Belize,Bahrain,3
Belize,Sri Lanka,3
Belize,Bulgaria,3
Belize,Albania,3
Belize,Uganda,3
Belize,Gibraltar,3
Belize,Luxembourg,3
Belize,Guernsey,3
Belize,Jersey,3
Belize,Malta,3
Belize,Burundi,3
Belize,Rwanda,3
Belize,Angola,3
Belize,Lithuania,3
Belize,Congo (Kinshasa),3
Belize,Zimbabwe,3
Belize,Lebanon,3
Belize,Central African Republic,3
Belize,Laos,3
Belize,Congo (Brazzaville),3
Belize,Gabon,3
Belize,Slovenia,3
Belize,Mauritius,3
Belize,Mauritania,3
Belize,Madagascar,3
Belize,Equatorial Guinea,3
Belize,Mayotte,3
Belize,Comoros,4
Belize,Zambia,3
Belize,Malawi,3
Belize,Reunion,3
Belize,Palau,3
Belize,Maldives,3
Belize,Western Sahara,3
Belize,Belarus,3
Belize,Estonia,3
Belize,Sudan,3
Belize,Seychelles,3
Belize,Turkmenistan,3
Belize,Isle of Man,3
Belize,Namibia,3
Belize,Botswana,3
Belize,North Korea,3
Belize,Mongolia,3
Belize,Papua New Guinea,3
Belize,Slovakia,3
Belize,Sao Tome and Principe,3
Belize,Iraq,3
Belize,Yemen,3
Belize,Mozambique,3
Belize,Tuvalu,3
Belize,Solomon Islands,3
Belize,Vanuatu,3
Belize,Tonga,3
Belize,Greenland,3
Belize,Eritrea,3
Belize,Bhutan,3
Belize,Falkland Islands,3
Belize,Saint Vincent and the Grenadines,3
Belize,East Timor,3
Belize,New Caledonia,3
Belize,Norfolk Island,3
Belize,Nauru,3
Belize,Saint Pierre and Miquelon,3
Belize,Faroe Islands,3
Belize,Lesotho,3
Belize,Swaziland,3
Belize,Wallis and Futuna,3
Belize,Micronesia,3
Belize,Cocos (Keeling) Islands,4
Belize,Christmas Island,3
Honduras,Azerbaijan,3
Honduras,Cote d'Ivoire,3
Honduras,Burkina Faso,3
Honduras,Mali,3
Honduras,Benin,3
Honduras,Togo,3
Honduras,Niger,3
Honduras,Cyprus,3
Honduras,Liberia,3
Honduras,Gambia,3
Honduras,Sierra Leone,3
Honduras,Guinea,3
Honduras,Guinea-Bissau,3
Honduras,Cameroon,3
Honduras,Djibouti,3
Honduras,Somalia,3
Honduras,Kenya,3
Honduras,Thailand,3
Honduras,Singapore,3
Honduras,Malaysia,3
Honduras,Cambodia,3
Honduras,Burma,3
Honduras,Vietnam,3
Honduras,Croatia,3
Honduras,Uzbekistan,3
Honduras,Montenegro,3
Honduras,French Guiana,3
Honduras,Dominica,3
Honduras,Northern Mariana Islands,3
Honduras,Bangladesh,3
Honduras,Oman,3
Honduras,Nepal,3
Honduras,Afghanistan,3
Honduras,Serbia,3
Honduras,Macedonia,3
Honduras,Algeria,3
Honduras,Hungary,3
Honduras,Czech Republic,3
Honduras,Bosnia and Herzegovina,3
Honduras,Tunisia,3
Honduras,South Sudan,3
Honduras,Tanzania,3
Honduras,Brunei,3
Honduras,Indonesia,3
Honduras,Macau,3
Honduras,Georgia,3
Honduras,Armenia,3
Honduras,Suriname,3
Honduras,Tajikistan,3
Honduras,Kazakhstan,3
Honduras,Kyrgyzstan,3
Honduras,Iran,3
Honduras,Libya,3
Honduras,Chad,3
Honduras,Anguilla,3
Honduras,British Virgin Islands,3
Honduras,Moldova,3
Honduras,Romania,3
Honduras,Bahrain,3
Honduras,Sri Lanka,3
Honduras,Bulgaria,3
Honduras,Albania,3
Honduras,Uganda,3
Honduras,Gibraltar,3
Honduras,Luxembourg,3
Honduras,Guernsey,3
Honduras,Jersey,3
Honduras,Malta,3
Honduras,Burundi,3
Honduras,Rwanda,3
Honduras,Angola,3
Honduras,Lithuania,3
Honduras,Congo (Kinshasa),3
Honduras,Zimbabwe,3
Honduras,Lebanon,3
Honduras,Central African Republic,3
Honduras,Laos,3
Honduras,Congo (Brazzaville),3
Honduras,Gabon,3
Honduras,Slovenia,3
Honduras,Mauritius,3
Honduras,Mauritania,3
Honduras,Madagascar,3
Honduras,Equatorial Guinea,3
Honduras,Mayotte,3
Honduras,Comoros,4
Honduras,Zambia,3
Honduras,Malawi,3
Honduras,Reunion,3
Honduras,Palau,3
Honduras,Maldives,3
Honduras,Western Sahara,3
Honduras,Belarus,3
Honduras,Estonia,3
Honduras,Sudan,3
Honduras,Seychelles,3
Honduras,Turkmenistan,3
Honduras,Isle of Man,3
Honduras,Namibia,3
Honduras,Botswana,3
Honduras,North Korea,3
Honduras,Mongolia,3
Honduras,Papua New Guinea,3
Honduras,Slovakia,3
Honduras,Sao Tome and Principe,3
Honduras,Iraq,3
Honduras,Yemen,3
Honduras,Mozambique,3
Honduras,Tuvalu,3
Honduras,Solomon Islands,3
Honduras,Vanuatu,3
Honduras,Tonga,3
Honduras,Greenland,3
Honduras,Eritrea,3
Honduras,Bhutan,3
Honduras,Falkland Islands,3
Honduras,Saint Vincent and the Grenadines,3
Honduras,East Timor,3
Honduras,New Caledonia,3
Honduras,Norfolk Island,3
Honduras,Nauru,3
Honduras,Saint Pierre and Miquelon,3
Honduras,Faroe Islands,3
Honduras,Lesotho,3
Honduras,Swaziland,3
Honduras,Wallis and Futuna,3
Honduras,Micronesia,3
Honduras,Cocos (Keeling) Islands,4
Honduras,Christmas Island,3
Georgia,Gambia,3
Georgia,Sierra Leone,3
Georgia,Guinea-Bissau,3
Georgia,Bahamas,3
Georgia,Dominica,3
Georgia,Saint Lucia,3
Georgia,Guatemala,3
Georgia,Costa Rica,3
Georgia,Nicaragua,3
Georgia,Saint Kitts and Nevis,3
Georgia,Uruguay,3
Georgia,Paraguay,3
Georgia,Belize,3
Georgia,Honduras,3
Georgia,Guam,3
Georgia,Anguilla,3
Georgia,British Virgin Islands,3
Georgia,French Polynesia,3
Georgia,Bermuda,3
Georgia,Barbados,3
Georgia,Cayman Islands,3
Georgia,Turks and Caicos Islands,3
Georgia,El Salvador,3
Georgia,Gibraltar,3
Georgia,Grenada,3
Georgia,Fiji,3
Georgia,Bolivia,3
Georgia,Burundi,3
Georgia,Equatorial Guinea,3
Georgia,Comoros,3
Georgia,Malawi,3
Georgia,Palau,3
Georgia,Western Sahara,3
Georgia,Isle of Man,3
Georgia,Botswana,3
Georgia,Guyana,3
Georgia,Papua New Guinea,3
Georgia,Sao Tome and Principe,3
Georgia,Mozambique,3
Georgia,Samoa,3
Georgia,Kiribati,3
Georgia,Tuvalu,4
Georgia,Solomon Islands,3
Georgia,Vanuatu,3
Georgia,Tonga,3
Georgia,Greenland,3
Georgia,Cook Islands,3
Georgia,American Samoa,3
Georgia,Eritrea,3
Georgia,Bhutan,3
Georgia,Falkland Islands,3
Georgia,Saint Vincent and the Grenadines,3
Georgia,East Timor,3
Georgia,New Caledonia,3
Georgia,Norfolk Island,3
Georgia,Nauru,3
Georgia,Marshall Islands,3
Georgia,Saint Pierre and Miquelon,3
Georgia,Faroe Islands,3
Georgia,Lesotho,3
Georgia,Swaziland,3
Georgia,Wallis and Futuna,4
Georgia,Micronesia,4
Georgia,Cocos (Keeling) Islands,4
Georgia,Christmas Island,3
Armenia,Ecuador,3
Armenia,Gambia,3
Armenia,Sierra Leone,3
Armenia,Guinea-Bissau,3
Armenia,Cambodia,3
Armenia,Burma,3
Armenia,Bahamas,3
Armenia,Aruba,3
Armenia,Dominica,3
Armenia,Saint Lucia,3
Armenia,Northern Mariana Islands,3
Armenia,Guatemala,3
Armenia,Costa Rica,3
Armenia,Nicaragua,3
Armenia,Macau,3
Armenia,Saint Kitts and Nevis,3
Armenia,Uruguay,3
Armenia,Paraguay,3
Armenia,Belize,3
Armenia,Honduras,3
Armenia,Guam,3
Armenia,Jamaica,3
Armenia,Suriname,3
Armenia,Trinidad and Tobago,3
Armenia,Anguilla,3
Armenia,British Virgin Islands,3
Armenia,New Zealand,3
Armenia,French Polynesia,3
Armenia,Bermuda,3
Armenia,Barbados,3
Armenia,Cayman Islands,3
Armenia,Turks and Caicos Islands,3
Armenia,El Salvador,3
Armenia,Gibraltar,3
Armenia,Grenada,3
Armenia,Fiji,3
Armenia,Bolivia,3
Armenia,Burundi,3
Armenia,Zimbabwe,3
Armenia,Laos,3
Armenia,Equatorial Guinea,3
Armenia,Comoros,3
Armenia,Malawi,3
Armenia,Palau,3
Armenia,Western Sahara,3
Armenia,Isle of Man,3
Armenia,Namibia,3
Armenia,Botswana,3
Armenia,Guyana,3
Armenia,Papua New Guinea,3
Armenia,Sao Tome and Principe,3
Armenia,Mozambique,3
Armenia,Samoa,3
Armenia,Kiribati,3
Armenia,Tuvalu,4
Armenia,Solomon Islands,3
Armenia,Vanuatu,3
Armenia,Tonga,3
Armenia,Greenland,3
Armenia,Cook Islands,3
Armenia,American Samoa,3
Armenia,Eritrea,3
Armenia,Bhutan,3
Armenia,Falkland Islands,3
Armenia,Saint Vincent and the Grenadines,4
Armenia,East Timor,3
Armenia,New Caledonia,3
Armenia,Norfolk Island,3
Armenia,Nauru,3
